CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid
154,FALSE,Mr.,Carlton,M.,Carlisle,,Camping and Sports Store,adventure-works\josé1,carlton0@adventure-works.com,193-555-0116,GJhY98QoDTRmv/6f6RcLwoj2v33jAZopR8AjLor/sqc=,fYgdeM0=,4f60f75e-b20a-4056-874c-b7f3bd33bf3f
155,FALSE,Mr.,Joseph,N.,Castellucio,,Corner Bicycle Supply,adventure-works\josé1,joseph1@adventure-works.com,180-555-0114,NLAR7H8spiCb/C0qY+3qkJm3VuoSOqDw7yspRc1CTTg=,Whn5BXY=,3b56cd66-5ddf-430c-ab41-3ff6a1836868
156,FALSE,Mr.,Lester,J.,Bowman,Sr.,Metal Processing Company,adventure-works\garrett1,lester0@adventure-works.com,844-555-0112,+CFHIbYlE+nsmSbCpJOTLZXChbtYA9JzdSnd1Qejk5g=,w7ec7iI=,cfffaafb-98dc-4392-84f9-fb3229f35265
160,FALSE,Ms.,Brigid,F.,Cavendish,,Vigorous Sports Store,adventure-works\jae0,brigid0@adventure-works.com,1 (11) 500 555-0178,20rlqqjWOPLBi7oYKBrHMzouHcYl6OknJcV+yc0zQKo=,QS6UTS4=,b42d510d-3ae4-4911-88cf-8d90d6bd0922
163,FALSE,Mr.,Andrew,,Cencini,,Sports Merchandise,adventure-works\pamela0,andrew2@adventure-works.com,644-555-0111,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,989f9f3a-7cb8-4083-8cda-291c682be73c
164,FALSE,Ms.,Cindy,M.,Dodd,,Suburban Cycle Shop,adventure-works\david8,cindy0@adventure-works.com,706-555-0140,C7FdyTzpzS44mEsqgDG4s8S3CZJtl+yiy9sH4rEI9VY=,M4cce8o=,5a323aca-74a2-4ca0-aa3b-e1ae299aad08
165,FALSE,Mr.,Randall,,Boseman,,Third Bike Store,adventure-works\jillian0,randall0@adventure-works.com,383-555-0117,UsXZ9ElCaZBo0YED9A2khFNGjNK+8yHdxnraI+OHsZ8=,oMeb83g=,3cdbd3ea-da78-4f9a-8eec-8da4c050c817
166,FALSE,Ms.,Stacey,M.,Cereghino,,Fitness Toy Store,adventure-works\jillian0,stacey0@adventure-works.com,351-555-0131,u/IE2VGaycl6iSw+8Es0ro5F6g//TK/eJA3ICMBHXmc=,n+71V7I=,f644d9dc-4ced-49e8-8587-ce859e466dfa
167,FALSE,Mr.,Blaine,,Dockter,,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,156-555-0187,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,515d4a13-4e60-4d0c-8f22-bb89a9d312ad
168,FALSE,Sr.,Luis,,Bonifaz,,Economy Bikes Company,adventure-works\linda3,luis0@adventure-works.com,688-555-0113,fOnF7T/vMnI6uJzH1IxN9lcM8z31odelgSIW9Vu8sD4=,dz8Ej6A=,fce18386-f492-4d4a-a6d2-fb7ef20c57fc
169,FALSE,Ms.,Brenda,,Diaz,,Downtown Hotel,adventure-works\shu0,brenda2@adventure-works.com,147-555-0192,84meSWqxRT9guwZSihzP3MYe7UV2VaMLBldOf8pTy5A=,lsd099Q=,2d6bbc35-bc19-4cb4-a61b-46899d3a4237
172,FALSE,Ms.,Gabriele,,Dickmann,,Certified Sports Supply,adventure-works\josé1,gabriele0@adventure-works.com,835-555-0116,6eApe0lB1ZkvyJB3Uo3LaYGV8sm2/NE9fUHXM7a0RYU=,M8SoIWU=,324c671d-dd10-4ee2-857a-767917acc2a3
173,FALSE,Mr.,Rudolph,J.,Dillon,Sr.,Sundry Sporting Goods,adventure-works\josé1,rudolph0@adventure-works.com,722-555-0169,hynkaEM/LxC86JGG4q4AGgiar6iWoIu5bLVB3gFq2RM=,DUDd/5g=,fdc12e98-898b-4c22-972f-f0ebfbfcb7b0
174,FALSE,Mr.,Michael,L.,Bohling,,Toy Manufacturing Inc,adventure-works\garrett1,michael12@adventure-works.com,838-555-0147,OaSaJ/wRTB0DFRe0vMDnhW8BPYsB0r2Stk5dzsBWusI=,G5ADims=,9c4ddefa-aabd-4a51-ab90-998985fb7d2f
178,FALSE,Mr.,Dick,,Dievendorff,,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1 (11) 500 555-0193,dI9bbaCIElCUwy2PYLUYLNIrdM9yCcuTmHspqw8Wsxc=,FihOX8w=,05b8fb77-fc67-4279-aebd-4162d21b9a11
180,FALSE,Ms.,Nicky,E.,Chesnut,,Full-Service Bike Store,adventure-works\michael9,nicky0@adventure-works.com,264-555-0164,weDREfIdFEInQXlEuUK3AjoRiqGR7g2cJQHBZ1BT5xw=,ggpF1Og=,f7cff29e-f164-424e-b005-bf8cf317af27
181,FALSE,Mr.,Michael,J.,Lee,,Family Entertainment Center,adventure-works\pamela0,michael18@adventure-works.com,396-555-0139,A6RveLbS4qIaP/sOesBWwK7KlcShNP0N7DDN2VRWxYk=,vhvGQUE=,3d3d4cd0-7f5d-4bd9-a589-08881095bc5a
182,FALSE,Mr.,Stanley,A.,Alan,Jr.,Another Bicycle Company,adventure-works\david8,stanley0@adventure-works.com,156-555-0126,uzR3iWUJwdMRenhBxExmLfmCRPenWgwazHnSEPDbzb8=,kj/7VTw=,d3da2ff4-51c0-4fcb-a936-1b910458d752
183,FALSE,Mr.,Yao-Qiang,,Cheng,,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,344-555-0181,3LD/Jab7lP6gIPvK5EdTnwhHBo+dxs3y9GbIgmN6E8Q=,BG6Ps64=,b2051957-b411-44e1-bca5-63fecb5368f2
184,FALSE,Ms.,Marjorie,M.,Lee,,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,306-555-0166,viR4W7eY7DDH81eAFhdKTb8Hft5EM8K5CcxdoPdoqgs=,ZcFvFFc=,a65c523a-498d-4314-a727-d17a8b2779f6
185,FALSE,Mr.,Sandeep,,Kaliyath,,Weekend Bike Tours,adventure-works\shu0,sandeep1@adventure-works.com,495-555-0113,Rrgza3uGhmNF9StSEGpXIJ5moVVsmcjhGDjdCAPyMnc=,ekE0M9I=,5014e91d-7b0e-495a-b429-ff915be9d2fd
186,FALSE,Mr.,Pei,,Chow,,Thrilling Bike Tours,adventure-works\linda3,pei0@adventure-works.com,789-555-0184,UVTWGfYZBU+ZmXLqhvqZFDwYXdtX14O87KHOHN36XDc=,pI/k4Qw=,48d3e26e-c051-4b24-a37f-a88f5294f25f
187,FALSE,Mr.,Frank,,Campbell,,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,491-555-0132,XKb/GbNNUPKesifxpBwavz3wz5Y3jbFPJgsBIVEFvO0=,/9h1e7s=,3329ce97-bb9f-4c36-9197-a6eee803bd94
190,FALSE,Mr.,Mark,,Lee,,Racing Partners,adventure-works\josé1,mark5@adventure-works.com,371-555-0112,Lk6x4lbbepoCdlNUxLYjn6D3zCWVxEKiK2DwxCURAis=,s7z2FRc=,91154406-0118-4a11-bb1b-366edfb5c97a
191,FALSE,Ms.,Sandra,T.,Kitt,,Non-Slip Pedal Company,adventure-works\josé1,sandra2@adventure-works.com,303-555-0117,d8QmW8XwLDvVvz9RYBNkv59Snnfp3tdnQQ/IZ0UEV9U=,FccEr0Q=,a2f63e12-1c66-41c2-aac0-57d87f1861d9
192,FALSE,Mr.,Hao,,Chen,,Nuts and Bolts Mfg.,adventure-works\garrett1,hao1@adventure-works.com,117-555-0173,iwlZhoYS98IRDbB9ps/YqC5ITCR+AZm5L+5g5nqHzE4=,okCr0j4=,84401968-8977-4380-9b4e-d5149c8126c0
196,FALSE,Ms.,Jolie,,Lenehan,,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126,qUddcyDDhMORzm2Tp3YcC3vD7dXKgTEDtTorjPbhbmk=,C2IP7to=,5f0eb2d3-4691-4f71-8e9b-a3eacfa4a1d5
197,FALSE,Ms.,Diane,F.,Krane,,"Fabrikam Inc., West",adventure-works\michael9,diane4@adventure-works.com,224-555-0126,IQvtwGrIwRDX9ZHmv+WXAmqiXokkD7MT/x8ZdSBArjo=,6xHx1mQ=,47b64828-bc4c-4940-aa23-92006bf0d7f1
198,FALSE,Mr.,Payton,P.,Benson,,Field Trip Inc,adventure-works\michael9,payton0@adventure-works.com,528-555-0183,FnBp23EtjoS2hj7nCcr9a76vZjNvQ+/WT/5vyYyKG5o=,TYGH50Q=,b17de285-df9a-487b-8773-75844a101cd0
199,FALSE,Mr.,Roger,,Lengel,,Authorized Bike Sales and Rental,adventure-works\pamela0,roger1@adventure-works.com,947-555-0143,LoVploOms9pM4zQpIHQdGFLraQGd2ZtmlhGCKz8RxZk=,1PXmt4Y=,f0cd52d1-b838-451e-b015-5414ab7d9154
200,FALSE,Ms.,Peggy,J.,Justice,,Basic Bike Company,adventure-works\david8,peggy0@adventure-works.com,170-555-0189,C4CbjWP+J+L/5D9jekqIDsijBR8VvJlpu7IxqSE3ckI=,GR7idhc=,7c96c878-a038-4b2f-825f-016c922d6407
201,FALSE,Ms.,Edna,J.,Benson,,Unsurpassed Bikes,adventure-works\jillian0,edna0@adventure-works.com,789-555-0189,POpWTovMrdUJmLS24NDBdrrY5tasoVlQod5uB56k4YM=,Jx6w2tk=,ff8eb66d-37d8-46fb-b6e2-30a1fac37947
202,FALSE,,A.,Francesca,Leonetti,,Two-Seater Bikes,adventure-works\jillian0,a0@adventure-works.com,645-555-0193,M2iP88O+gIF88E9NpBhI0baOUusaGXrum+clJ/miHO8=,6UypM3o=,e50d76bb-e3f7-419f-a6d2-20061538fcea
203,FALSE,Ms.,Jean,,Jordan,,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,207-555-0129,Fz+NYcaaq3h6DqGHlfln+rg8Acm2x1ZGxvEayxBvctA=,RqNfsHY=,b05aaa08-abc9-41e1-b113-65347a2ee406
204,FALSE,Mr.,Ido,,Ben-Sachar,,Traction Tire Company,adventure-works\linda3,ido0@adventure-works.com,973-555-0112,miuh5Po0s3jNnKrMwmuROEApoKFRWumb1K1EMP0hGB0=,TLqFgK0=,c807870f-fa5d-44cb-b373-47ecac52c1d8
205,FALSE,Mr.,Frank,,Mart¡nez,,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,171-555-0147,om5PZqKM1Q45cWiYPIrXl/Aae/JkbppbhDiC35ExpI8=,6YiQ2V8=,9db0bd27-5ce6-4f6d-8c90-a85422b86060
208,FALSE,Mr.,Steve,,Masters,,Professional Cyclists,adventure-works\josé1,steve2@adventure-works.com,154-555-0115,yFi3yGOATh6SBDVcA2+76Fx57aewXlckixsLIK6rBQ8=,WWk6sxA=,6005e7a8-0101-4be2-b8c1-f4ad936e496f
209,FALSE,Mr.,Robert,E.,Jones,,Purple Bicycle Company,adventure-works\josé1,robert6@adventure-works.com,595-555-0131,P7kS2qmv24u6DHt3T4KoKJ6+3pJpWEoMKQZVPpaRlmo=,c0oPTcw=,e5a50573-0d83-4200-a80c-9f690af69fcc
210,FALSE,Mr.,Josh,,Barnhill,,Gasless Cycle Shop,adventure-works\garrett1,josh0@adventure-works.com,584-555-0192,bskaXdzyt3OUpHetBO/IcD+SDhG5EyMDjtlYBlgd5JM=,m3KdhOo=,ff748558-ea94-4c67-a764-d1480b0f8548
214,FALSE,Ms.,Jennifer,J.,Maxham,,Exclusive Bicycle Mart,adventure-works\jae0,jennifer1@adventure-works.com,1 (11) 500 555-0175,7Rt3EiYjLXevQHTKMCMAavZEDngeIlBpAJZwplBW0G0=,M6OjY4Y=,402e4d5f-27c3-4197-87e8-32aa42e41bb6
217,FALSE,Mr.,Chris,,Maxwell,,City Manufacturing,adventure-works\pamela0,chris6@adventure-works.com,642-555-0187,ixajZho2s3ev/ogNQ9FUe1TyfA9yX1aEVWDOy/mdUAU=,k3iiros=,5cfc3a75-ddc6-4c65-b4c3-15bf96c92983
218,FALSE,Mr.,David,,Johnson,,Sure & Reliable Sporting Goods,adventure-works\david8,david18@adventure-works.com,476-555-0139,tw+fIchafvuaOuwyEXmlXbPr9Vt3EILylHlmwfm6Gig=,0fgKxF4=,3c098480-0d9b-409c-8156-c7610415ac5b
219,FALSE,Mr.,Brian,,Johnson,,Extras Sporting Goods,adventure-works\jillian0,brian6@adventure-works.com,320-555-0134,TGnRB6vDbV0LZss8tA9iu637/34mcJWkD0Ux4xaza/k=,2t9hMlk=,d39ccce3-c4a6-441d-8a3c-96507627746d
220,FALSE,Mr.,Robert,,Brown,,Best o' Bikes,adventure-works\jillian0,robert5@adventure-works.com,575-555-0189,WdS3xcgtqW4nnV7dyZ17PmiMPZ5vKs5whm3ANBVQ1sQ=,mQK+bIw=,81305a48-9f6e-4415-b7aa-488ba04a8f7e
221,FALSE,Ms.,Sandra,B.,Maynard,,Bike Dealers Association,adventure-works\shu0,sandra4@adventure-works.com,993-555-0179,iPjYe483dSgp0POtxsJVNCcegR3PdCK33L1Elr6F14w=,CqQEYuw=,98ea497e-45d0-4c54-821a-4fdd9a751095
222,FALSE,Mr.,Barry,,Johnson,,Sample Bike Store,adventure-works\linda3,barry1@adventure-works.com,858-555-0140,lepgCpcuzDRNfqPaAgUacRzPVGGXHwiRm7wwJ4cNgBs=,lkPNcdI=,3db84b19-4063-4ec2-b1b4-317dee133a25
223,FALSE,Ms.,Joyce,,Jarvis,,Paints and Solvents Company,adventure-works\shu0,joyce0@adventure-works.com,458-555-0179,HdGP+FhhGf8dYBcwT4pIsPs6mdixGxg1UVN0kMtW2Jk=,XdEyqf4=,994837fe-10a8-47df-b7b8-86c4e6932fd0
226,FALSE,Ms.,Vance,P.,Johns,,Leisure Activities,adventure-works\josé1,vance0@adventure-works.com,103-555-0151,SjhcbJpcpaWw4QjUCmjWLcY825LVBVxAVlKUVRGVC/0=,Tb+oJnk=,cf860e9b-816a-406e-a64a-7965772d5487
227,FALSE,Ms.,Robin,M.,McGuigan,,"Health Spa, Limited",adventure-works\josé1,robin0@adventure-works.com,431-555-0153,fLh6z9dFddA6FLXlQVHhI5C9QbgD7gDHv63wFwwLzx8=,OtAJEtc=,1ffa0236-84ee-415a-be61-94ce863715ea
228,FALSE,Ms.,Danielle,B.,Johnson,,Home Town Bike Store,adventure-works\garrett1,danielle1@adventure-works.com,356-555-0190,b0w+/GVSsenvVoXksIyrBh+BGRKEIsId9aOsMDCOZi8=,W1IKTDo=,c751dd7e-51d9-4d2d-aeed-c818eee56ceb
232,FALSE,Mr.,David,,Jaffe,,Exceptional Cycle Services,adventure-works\jae0,david17@adventure-works.com,1 (11) 500 555-0140,FGdnPYTMqac/OnHuvpZH+gBqo30RCSqFL8kFsXLMOlI=,AnSCCJw=,aa451bd5-ffc2-436c-a295-81b350a5b899
235,FALSE,Ms.,Mary,,Alexander,,Certified Bicycle Supply,adventure-works\pamela0,mary7@adventure-works.com,344-555-0133,y0iroPvPC4eEspx+3ldDYTXprGyXnnCpLGd3uXHr/+A=,F1wnUPk=,a4df6d50-5068-4fa9-b4ca-a3195eb29bb6
236,FALSE,Ms.,Lola,M.,McCarthy,,Closeout Boutique,adventure-works\david8,lola0@adventure-works.com,173-555-0151,FA9j5YePslFGxxwINV2WNFLdtlbCtTK0YuF06zPc16Q=,ojfzrl4=,21801fb2-6ea6-4fe5-9444-7e09e8ba907c
237,FALSE,Ms.,Mary,K.,Browning,,Client Discount Store,adventure-works\jillian0,mary5@adventure-works.com,658-555-0146,ChGbWjf0h+VNc991cHR4FwJMGxeHxuYSeKVPflcq7wc=,dt/JUB4=,b8f7d9d3-e498-40c2-8c7e-fb1c98c43756
238,FALSE,Ms.,Jodan,M.,Jacobson,,A Great Bicycle Company,adventure-works\jillian0,jodan0@adventure-works.com,652-555-0189,PSKz4q56IqL3q9GPJjYwAKKz2sFtFqkN9n9dfiu1q+0=,F/sb/Xc=,3ecd14cb-463c-4375-b81b-d6e60a48b83d
239,FALSE,Ms.,Jane,A.,McCarty,,Bicycle Merchandise Warehouse,adventure-works\shu0,jane3@adventure-works.com,529-555-0195,ZoY0+khcW5IFNHszZdW3+g5b7xWZLakfBmLzPRGtfpI=,cpPYnNE=,48aa4a1e-f209-4b29-a276-113ec94aa6dd
240,FALSE,Mr.,Jessie,E.,Valerio,,Wire Baskets and Parts,adventure-works\linda3,jessie0@adventure-works.com,103-555-0179,9EmEkovAOZzHdTYAXrsu3h3xgAvhMbHSs9Q8N+/CWao=,mgl/qso=,c581a495-5772-4eb1-943a-9e94e2387814
241,FALSE,Mr.,Eric,A.,Jacobsen,,Vale Riding Supplies,adventure-works\shu0,eric5@adventure-works.com,703-555-0120,KONBZCeYvjn9uAVeRFeN0CzMQcKJjrofhFrGTXAscDI=,3V8BWNc=,ff342e5e-445c-4900-aa71-f15656a7d24d
244,FALSE,Mr.,Bronson,R.,Jacobs,,Retail Discount Store,adventure-works\josé1,bronson0@adventure-works.com,697-555-0131,qD4cGE0DTDO7V/k6mu0nvfAt3rfbx4PQyYjp43hn+ik=,rLOroU0=,8ff82bed-93d5-4248-99e2-47f53055ec2d
245,FALSE,Mr.,James,L.,McCoy,II,Leather Seat Factory,adventure-works\josé1,james12@adventure-works.com,191-555-0151,7fCBS9M7J3qJvmN3sgO/fbT2ap3vnYQ/k+fKjaHYP/0=,r9owTtw=,4a122bdd-4393-42bc-ad49-37e43a0414f6
246,FALSE,Ms.,Esther,K.,Valle,,Large Bike Shop,adventure-works\garrett1,esther0@adventure-works.com,481-555-0131,70nGUIq7rO630L2/dv94XQ4HE2WWDpHISgy2OgtRANo=,HQA1TJE=,cee9f2df-2be7-48b9-8e41-343adc82f8c4
250,FALSE,Ms.,Denean,J.,Ison,,Express Bike Services,adventure-works\jae0,denean0@adventure-works.com,1 (11) 500 555-0127,RJeObGR0plv36VFq0yPWZGwFUAeTDIWG4sJppheOSaM=,mZ4Tbi0=,cb1ed6cb-18a1-4f7c-8079-dc400b6e506f
253,FALSE,Mr.,Erik,,Ismert,,Roving Sports,adventure-works\pamela0,erik0@adventure-works.com,116-555-0163,qH31PnQBwyUFQKdjw4bJmkw4mcqJUwRlENuk3bHLNx4=,xAk6xGo=,e09ab347-7fb1-453f-a4bd-377e68ec8c33
254,FALSE,Mr.,Robert,M.,Bernacchi,,Safe Cycles Shop,adventure-works\david8,robert4@adventure-works.com,449-555-0176,uNz2P7Jd7t3y2Neqi3NsRS7m0blEPSm/j3sOdXpJ7aw=,G5Du9Sw=,2f89e8dd-a3c3-4ed4-a604-4b3d45dd1bea
255,FALSE,Mr.,Sunil,,Uppal,,Swift Cycles,adventure-works\jillian0,sunil0@adventure-works.com,184-555-0187,agm2RVYpEMjc+OpNxGG7gujHre5Wv8c+QcQgm6orG2I=,Yqlwc+g=,0a21109f-02b0-4601-b4f7-2ed62c342385
256,FALSE,Mr.,Richard,L.,Irwin,,Rental Bikes,adventure-works\jillian0,richard4@adventure-works.com,367-555-0124,h5MoUod8rV39hjm6vrOX+iiVre1Alla8UfBtwIodbOg=,B/Jr1SE=,0b6db35b-b8b4-4b51-9154-c33e12b38c75
257,FALSE,Mr.,Matthias,,Berndt,,Number 1 Supply,adventure-works\shu0,matthias1@adventure-works.com,384-555-0169,PGmZaBbqtByrVs9jYLcigdjJ5O29jcKmsdbRwANU3WQ=,6Mzfp8w=,a24f5a79-dd85-4eb2-a6a2-6e7026763ff8
258,FALSE,Mr.,Sairaj,,Uddin,,Quantity Discounts,adventure-works\linda3,sairaj1@adventure-works.com,767-555-0193,S71ozp3yMBzUJk7fj4M8SRU+dElVKuXvieJDpDOvVv8=,iKVyEt4=,5549df48-409f-4c2a-b97b-900eb598843c
259,FALSE,Mr.,Lucio,,Iallo,,Highway Bike Shop,adventure-works\shu0,lucio0@adventure-works.com,199-555-0135,YodKwREGttzzQZXSLkjMe6ipm+9hE2yzBmAYNlj3qKM=,7hC00f0=,2c3f7a56-819c-4e83-b791-3ce02366d3cf
262,FALSE,Ms.,Beth,,Inghram,,General Industries,adventure-works\josé1,beth0@adventure-works.com,718-555-0152,F+vY3tSf0ZDAiQakfFA7yxIP0M8ljrI5oYD1F1iZt4w=,H5fjp4Y=,1c783210-2b1e-46e2-a2c8-23e610feeb3c
263,FALSE,Mr.,Timothy,B.,Burnett,Jr.,Farthest Bike Store,adventure-works\josé1,timothy0@adventure-works.com,251-555-0172,lYPMOabTmO7waFR155ZAm1jDwBg6VW2xrT6sZ1yxPio=,e8KtQ70=,f665a873-61a2-4b21-b9ff-b5903beaf759
264,FALSE,Ms.,Phyllis,B.,Tuffield,,Fasteners & Bolts Outlet,adventure-works\garrett1,phyllis3@adventure-works.com,277-555-0182,95PLNarmtKePNK2WYvZZ8U/arYSs9EJoBoh2P7GHCCs=,MLAW5PQ=,a5ce11ce-239c-4849-9683-14f37025a2c1
268,FALSE,Mr.,Richard,A.,Byham,,Channel Outlet,adventure-works\jae0,richard2@adventure-works.com,1 (11) 500 555-0138,adQ3TmZB28FhQvF2FntW1RInx5S+aOSvwpURQDLarr8=,KoBtEoU=,0c316f6f-5d54-41fd-86a3-6ecaf31a01dd
271,FALSE,Mr.,Jared,L.,Bustamante,,Alternative Vehicles,adventure-works\pamela0,jared0@adventure-works.com,164-555-0147,HpDMv2bnK4/qDUMQn8+csux9vDdycGo7vFyJ5y4Vh/Q=,NbybY4k=,f2765e86-8dea-468b-849e-9e83ae57c381
272,FALSE,Mr.,Henry,L.,Campen,,Metro Cycle Shop,adventure-works\david8,henry0@adventure-works.com,635-555-0126,sk3ylc8GdTAWxH2DM4cy8rLkoHXK7tIeMWUl3VNm+Bk=,2NEGr8A=,b80f890d-a6a1-4dfc-b763-ecd7743c3c2a
273,FALSE,Ms.,Christie,J.,Trujillo,,A Typical Bike Shop,adventure-works\jillian0,christie0@adventure-works.com,686-555-0180,VWZMnmAlCwxvJOjzebXyjCeFgHg6VcKqDb6g/BJXULc=,/tv9aHA=,736da014-1371-40b2-a401-5bd3267a1e8b
274,FALSE,Ms.,Janet,J.,Gilliat,,Active Systems,adventure-works\jillian0,janet2@adventure-works.com,521-555-0183,TYrGU6N0naplzEIsTHgR53UnASh8dXOYxTYOdOrI6Fo=,k1FFTeE=,02788a66-2628-4b91-b211-1d8f7e73c500
275,FALSE,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\shu0,chris5@adventure-works.com,118-555-0131,RKimtgGoqQN8dj2KGy7mvo2DrpTK0yOpF9e6sgxyOTU=,LQWSses=,68dc7932-128e-47cc-80cb-cf2b1a352f3c
276,FALSE,Mr.,Michael John,R.,Troyer,,Thrifty Parts and Sales,adventure-works\linda3,michaeljohn0@adventure-works.com,308-555-0175,Gdklarx2tW1EtZEyrAUEIhhguzrFKVS4Bh3BdAsGngk=,HUE+JKI=,09e2cb2a-b0ca-4376-abe7-e9240ead2c16
277,FALSE,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,37156292-0d92-4f6b-9014-ccb0b29e9f9a
280,FALSE,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\josé1,frances1@adventure-works.com,692-555-0136,Vf9lyf+xKSbSXq9yAcMEF9niZm29wvPV9e9dU9sYQVc=,6ansEQA=,73b26c19-1113-427f-bbab-beb6fcda33c3
281,FALSE,Ms.,Suzana De Abreu,A.,Canuto,,Petroleum Products Distributors,adventure-works\josé1,suzanadeabreu0@adventure-works.com,990-555-0141,aQhg/A43Nq3pqIBjcyPBvjQ7qXHAckVwm6FjAZCx0nc=,RpQyjlA=,b3b07166-1798-41b4-a7c2-0579292008c4
282,FALSE,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\garrett1,billy0@adventure-works.com,882-555-0115,tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=,V1n+9SQ=,cf04f255-d817-4ec9-9d99-4580b1ed0ce2
286,FALSE,Mr.,Leo,,Giakoumakis,,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,x78xcW0FvKo3V2RvMGf37bcWhb50vMZ22IuaZcu+qmM=,abrUsFg=,6266ccc4-1af0-42e0-bca4-b33ea6838eee
287,FALSE,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\michael9,grant1@adventure-works.com,859-555-0173,nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=,fqDHYeo=,448cbbfe-eddc-443d-b7c8-57aeaa463be5
288,FALSE,Mr.,Robert,L.,Barker,,Kickstand Sellers,adventure-works\michael9,robert3@adventure-works.com,241-555-0112,q8JpThg+EEoLRrvqBMW+Wa0RbFcCIfVIzYcGGELEOdk=,cdUS/K4=,44edc8ac-bb0e-418e-bdd3-4f7691381633
289,FALSE,Ms.,Gabriel,L.,Bockenkamp,,Moderately-Priced Bikes Store,adventure-works\pamela0,gabriel0@adventure-works.com,763-555-0145,hW0+tFeNNdvPsnKDuHc6OmH0bCdD2kCfpU6qVvIjdPs=,fjVy+G4=,a42d0f51-c2bc-433d-b2bd-61c516296669
290,FALSE,Mr.,Scott,,Culp,,Friendly Bike Shop,adventure-works\david8,scott3@adventure-works.com,119-555-0167,Xf7AJHcry+LouddJR3dIGHjo8du8EO+214E81gPafj0=,rXx8clQ=,d0dcde2d-8c38-48fc-9d83-5ebe8a8577ae
291,FALSE,Mr.,Wayne,N.,Banack,,Grand Bicycle Stores,adventure-works\jillian0,wayne0@adventure-works.com,640-555-0189,W6e3zjP9/VTWIVDfWOJ7/sdwfvSP0qPkcRJ1pTa249I=,mv8CSkM=,a5aa95ad-8c82-4e50-944f-39f6bdd0a8a8
292,FALSE,Mr.,Michael,Greg,Blythe,,Grease and Oil Products Company,adventure-works\jillian0,michael11@adventure-works.com,126-555-0172,5QCj8NIegcVaNIwAHhbulqzIKzgsgpVptbr8vMjvY9Q=,8L4g3I4=,e1e960b9-5a86-475d-80fe-b64191aeb1da
293,FALSE,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\shu0,conor0@adventure-works.com,115-555-0113,/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=,vJ/AcXo=,b37a0d83-7ed6-4c58-a476-f59b7ae4fc85
294,FALSE,Mr.,Alberto,F.,Baltazar,,Flawless Bike Shop,adventure-works\linda3,alberto0@adventure-works.com,780-555-0114,7Pu+s7FYZ9ERNs/++8Bd+aj1rUALff6EuUnG0Xi+5f8=,L1e3Y34=,592b130d-bff6-4744-b0b6-02f706504993
295,FALSE,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\shu0,joseph4@adventure-works.com,129-555-0164,7obarvC3BHLIE/oFo0n+bkB/EZ03Zc8Vu+F2jpK/CNM=,k6zgROU=,bb5324b1-9ace-4aae-8711-41090edce4e0
298,FALSE,Mr.,Robert,,Mitosinka,,City Cycling,adventure-works\josé1,robert10@adventure-works.com,239-555-0198,vCVsOjGm0KyeirgUeD9DQYxoh13CXTJAA03IytWGrhs=,mQH+E8w=,16101465-48b9-4147-9c53-6610feadf778
299,FALSE,Mr.,Thierry,,D'Hers,,Citywide Service and Repair,adventure-works\josé1,thierry1@adventure-works.com,680-555-0192,i+ukExAQLOnEpQFQLme/QYR8w6kME+/MdykXoSxwgFI=,FooiQMs=,1cea8d76-4a20-4d76-9da2-a3777fd7e693
